sample_name,defect_type,source_image,output_image,output_mask,metadata,mask_pixels,mask_area_ratio
tile_trad_gray_stroke_000,gray_stroke,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\192.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_gray_stroke_000.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_gray_stroke_000_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_gray_stroke_000.json,18981,0.026900510204081633
tile_trad_gray_stroke_001,gray_stroke,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\147.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_gray_stroke_001.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_gray_stroke_001_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_gray_stroke_001.json,7891,0.011183390022675738
tile_trad_gray_stroke_002,gray_stroke,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\105.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_gray_stroke_002.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_gray_stroke_002_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_gray_stroke_002.json,18908,0.026797052154195013
tile_trad_gray_stroke_003,gray_stroke,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\021.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_gray_stroke_003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_gray_stroke_003_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_gray_stroke_003.json,10552,0.014954648526077098
tile_trad_gray_stroke_004,gray_stroke,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\029.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_gray_stroke_004.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_gray_stroke_004_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_gray_stroke_004.json,10276,0.014563492063492063
tile_trad_oil_000,oil,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\027.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_oil_000.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_oil_000_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_oil_000.json,66276,0.09392857142857143
tile_trad_oil_001,oil,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\076.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_oil_001.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_oil_001_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_oil_001.json,34769,0.04927579365079365
tile_trad_oil_002,oil,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\104.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_oil_002.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_oil_002_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_oil_002.json,44733,0.06339710884353741
tile_trad_oil_003,oil,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_oil_003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_oil_003_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_oil_003.json,64392,0.09125850340136055
tile_trad_oil_004,oil,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\149.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_oil_004.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_oil_004_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_oil_004.json,33947,0.04811082766439909
tile_trad_rough_000,rough,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\168.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_rough_000.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_rough_000_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_rough_000.json,23785,0.03370890022675737
tile_trad_rough_001,rough,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\153.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_rough_001.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_rough_001_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_rough_001.json,17055,0.024170918367346937
tile_trad_rough_002,rough,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\059.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_rough_002.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_rough_002_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_rough_002.json,31587,0.044766156462585034
tile_trad_rough_003,rough,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_rough_003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_rough_003_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_rough_003.json,33467,0.04743055555555555
tile_trad_rough_004,rough,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\102.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\images\tile_trad_rough_004.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\masks\tile_trad_rough_004_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\traditional_synthetic\tile\metadata\tile_trad_rough_004.json,18781,0.02661706349206349
